BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,ListOfAllPropertyUseTypes_list
NonResidential,Mixed Use Property,98122,EAST,1912,1,2,0,34914,"Office, Restaurant, Retail Store",42,1333290,1333290,0,9,"['Office', 'Restaurant', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1906,1,3,0,20897,"Non-Refrigerated Warehouse, Office, Retail Store",57,964924,725243,239681,18,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Retail Store,98122,EAST,1916,1,2,0,36940,Retail Store,9,336745,336745,0,2,['Retail Store']
NonResidential,Small- and Mid-Sized Office,98122,EAST,1913,1,3,0,22866,Office,50,1153690,877955,275735,21,['Office']
NonResidential,Retail Store,98122,EAST,1920,1,1,0,30240,"Restaurant, Retail Store",38,1264627,1061362,203265,18,"['Restaurant', 'Retail Store']"
NonResidential,Low-Rise Multifamily,98122,EAST,1910,1,3,0,32100,"Bar/Nightclub, Multifamily Housing",3,108200,11370,96830,5,"['Bar/Nightclub', 'Multifamily Housing']"
NonResidential,Other,98105,NORTHEAST,1962,1,2,0,28586,Other,188,5078204,5078203,0,35,['Other']
NonResidential,Hotel,98104,DOWNTOWN,1908,1,3,0,28800,"Hotel, Restaurant",161,4644346,1218294,3426052,190,"['Hotel', 'Restaurant']"
NonResidential,Restaurant,98104,DOWNTOWN,1913,1,3,0,28800,Restaurant,31,899924,402907,497017,29,['Restaurant']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1979,1,3,0,35202,"Bank Branch, Office",108,3605756,3605755,0,25,"['Bank Branch', 'Office']"
NonResidential,Senior Care Community,98101,EAST,1969,1,6,26082,69035,"Parking, Senior Care Community",104,7202142,4307003,2895138,184,"['Parking', 'Senior Care Community']"
NonResidential,Worship Facility,98122,EAST,1910,1,2,0,24600,Worship Facility,14,331060,258312,72748,6,['Worship Facility']
NonResidential,Worship Facility,98104,EAST,1900,1,1,0,48850,"Office, Other, Worship Facility",29,1063480,239923,7881,65,"['Office', 'Other', 'Worship Facility']"
NonResidential,Hospital,98116,SOUTHWEST,1961,1,3,0,54863,Hospital (General Medical & Surgical),19,2037721,2037720,0,14,['Hospital (General Medical & Surgical)']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1964,1,1,0,25000,"Food Sales, Non-Refrigerated Warehouse, Office",80,1989104,861621,1127483,66,"['Food Sales', 'Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,25000,"Non-Refrigerated Warehouse, Office",12,287132,143797,143335,9,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Other,98108,GREATER DUWAMISH,1927,1,1,0,22622,Manufacturing/Industrial Plant,34,774076,315436,458640,27,['Manufacturing/Industrial Plant']
NonResidential,Small- and Mid-Sized Office,98122,EAST,1917,1,3,0,27544,"Office, Parking",46,1031668,810115,221553,17,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1989,1,7,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",43,1478979,1478979,0,10,"['Multifamily Housing', 'Office', 'Other - Entertainment/Public Assembly', 'Parking']"
NonResidential,Other,98109,MAGNOLIA / QUEEN ANNE,1961,1,3,0,22960,Other - Entertainment/Public Assembly,99,2266983,542327,1724655,95,['Other - Entertainment/Public Assembly']
NonResidential,Supermarket / Grocery Store,98112,EAST,1998,1,1,0,44739,"Parking, Supermarket/Grocery Store",326,14585813,8270312,6315500,393,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Mixed Use Property,98105,NORTHEAST,1948,1,1,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",56,2470566,224359,2246207,121,"['Medical Office', 'Office', 'Other', 'Restaurant', 'Retail Store']"
NonResidential,Worship Facility,98117,BALLARD,1956,1,2,0,21562,"Pre-school/Daycare, Worship Facility",40,866806,189790,677016,37,"['Pre-school/Daycare', 'Worship Facility']"
NonResidential,Other,98122,CENTRAL,1959,1,1,0,25753,Other - Entertainment/Public Assembly,54,1378130,231543,1146587,63,['Other - Entertainment/Public Assembly']
NonResidential,Other,98112,EAST,1928,1,3,0,71280,Other - Recreation,319,22767828,7528486,15239341,862,['Other - Recreation']
SPS-District K-12,K-12 School,98112,EAST,1925,1,3,0,38297,K-12 School,48,1845151,624583,1220568,69,['K-12 School']
NonResidential,Senior Care Community,98112,EAST,1963,1,16,0,153312,"Parking, Senior Care Community, Worship Facility",93,20628680,6566843,14061838,793,"['Parking', 'Senior Care Community', 'Worship Facility']"
NonResidential,Worship Facility,98118,SOUTHEAST,1968,1,1,0,24200,"Parking, Worship Facility",34,826489,466335,360154,22,"['Parking', 'Worship Facility']"
NonResidential,Residence Hall,98109,MAGNOLIA / QUEEN ANNE,1981,1,4,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",82,1740568,924449,816119,50,"['Office', 'Parking', 'Residence Hall/Dormitory', 'Restaurant', 'Social/Meeting Hall']"
NonResidential,Self-Storage Facility,98126,DELRIDGE,1994,1,3,0,66610,Self-Storage Facility,10,640377,329414,310963,19,['Self-Storage Facility']
NonResidential,Other,98134,GREATER DUWAMISH,1950,1,1,0,36000,"Office, Other",103,3646054,2922836,723217,59,"['Office', 'Other']"
NonResidential,K-12 School,98133,NORTHWEST,1938,1,2,0,23222,K-12 School,81,1219863,210763,1009100,55,['K-12 School']
NonResidential,Mixed Use Property,98122,EAST,1924,1,2,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",111,2662054,1077101,1584953,92,"['Fitness Center/Health Club/Gym', 'Office', 'Other', 'Other - Utility', 'Restaurant', 'Retail Store']"
NonResidential,Retail Store,98122,EAST,1910,1,2,0,24750,"Medical Office, Office, Retail Store",35,782344,292118,490226,28,"['Medical Office', 'Office', 'Retail Store']"
NonResidential,K-12 School,98122,EAST,1904,1,3,0,60000,K-12 School,74,3625408,1537012,2088395,122,['K-12 School']
NonResidential,Other,98122,EAST,1954,1,2,0,46560,Other - Entertainment/Public Assembly,15,690558,419713,270845,17,['Other - Entertainment/Public Assembly']
NonResidential,Other,98109,MAGNOLIA / QUEEN ANNE,1980,1,3,0,30408,"Bank Branch, Parking",58,1440554,1440554,0,10,"['Bank Branch', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1920,1,3,0,30109,"Office, Parking",52,1465796,949635,516161,34,"['Office', 'Parking']"
SPS-District K-12,K-12 School,98126,SOUTHWEST,1964,1,2,0,39929,K-12 School,45,1813718,1065111,748607,47,['K-12 School']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1960,1,2,0,25481,Office,36,917100,219291,697809,39,['Office']
NonResidential,Senior Care Community,98118,SOUTHEAST,1967,1,1,0,141297,Senior Care Community,138,19423344,6797882,12625460,718,['Senior Care Community']
NonResidential,Small- and Mid-Sized Office,98109,LAKE UNION,1912,1,2,0,27788,"Office, Other - Restaurant/Bar",57,2119806,1659964,459842,36,"['Office', 'Other - Restaurant/Bar']"
NonResidential,Hotel,98133,NORTHWEST,1990,1,4,8584,33120,Hotel,47,1943899,969192,974707,59,['Hotel']
NonResidential,Warehouse,98134,GREATER DUWAMISH,1941,1,2,0,22324,Non-Refrigerated Warehouse,28,588856,193898,394958,22,['Non-Refrigerated Warehouse']
NonResidential,Other,98134,GREATER DUWAMISH,1946,1,2,0,31360,Other - Entertainment/Public Assembly,54,1725108,1126394,598714,40,['Other - Entertainment/Public Assembly']
NonResidential,Mixed Use Property,98134,GREATER DUWAMISH,1947,1,1,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",61,1992158,1295854,696304,46,"['Manufacturing/Industrial Plant', 'Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1922,1,3,0,27600,"Office, Retail Store",48,1072151,961739,110412,13,"['Office', 'Retail Store']"
NonResidential,Senior Care Community,98103,NORTHWEST,1961,1,2,0,55974,Senior Care Community,110,6135173,2657803,3477370,203,['Senior Care Community']
SPS-District K-12,K-12 School,98118,GREATER DUWAMISH,1971,1,2,0,52901,K-12 School,42,2240342,1273997,966345,60,['K-12 School']
NonResidential,Senior Care Community,98125,NORTH,1954,1,1,0,22583,Senior Care Community,88,1981360,743706,1237654,71,['Senior Care Community']
NonResidential,Small- and Mid-Sized Office,98103,LAKE UNION,1997,1,3,7358,24328,"Food Service, Library, Office, Parking",73,2305644,2305643,0,16,"['Food Service', 'Library', 'Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98103,LAKE UNION,1981,1,3,6034,20660,"Office, Parking",29,720171,720171,0,5,"['Office', 'Parking']"
NonResidential,Warehouse,98133,NORTHWEST,1972,1,1,0,29400,Non-Refrigerated Warehouse,9,227510,227509,0,2,['Non-Refrigerated Warehouse']
NonResidential,Hotel,98108,GREATER DUWAMISH,1992,1,3,0,22452,Hotel,55,1244150,524385,719765,42,['Hotel']
NonResidential,Other,98105,NORTHEAST,1912,1,2,0,25767,Bank Branch,91,1581353,1581352,0,11,['Bank Branch']
NonResidential,Retail Store,98105,NORTHEAST,1953,1,4,0,33910,"Office, Retail Store",63,1822834,1270124,552710,38,"['Office', 'Retail Store']"
NonResidential,Worship Facility,98105,NORTHEAST,1927,1,2,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",31,2462408,939974,1522434,87,"['K-12 School', 'Office', 'Supermarket/Grocery Store', 'Worship Facility']"
NonResidential,Warehouse,98103,LAKE UNION,1979,1,2,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",52,4103801,3680806,422994,48,"['Non-Refrigerated Warehouse', 'Office', 'Other', 'Retail Store']"
NonResidential,K-12 School,98103,LAKE UNION,1910,1,2,0,33300,K-12 School,52,1594734,335907,1258827,69,['K-12 School']
NonResidential,Supermarket / Grocery Store,98103,LAKE UNION,1957,1,1,0,28808,Supermarket/Grocery Store,296,9232576,5713530,3519045,227,['Supermarket/Grocery Store']
NonResidential,Small- and Mid-Sized Office,98105,NORTHEAST,1957,1,1,7004,20962,"Office, Parking",52,1100500,1100500,0,8,"['Office', 'Parking']"
NonResidential,Supermarket / Grocery Store,98105,NORTHEAST,1950,1,1,0,26226,"Parking, Supermarket/Grocery Store",294,7588060,5349470,2238590,156,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Mixed Use Property,98105,NORTHEAST,1976,1,2,15755,19193,"Bank Branch, Parking",60,1159807,1159807,0,8,"['Bank Branch', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98102,LAKE UNION,1998,1,3,9999,27640,"Laboratory, Office",221,6197824,6197824,0,43,"['Laboratory', 'Office']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,22840,"Office, Other",39,881386,881386,0,6,"['Office', 'Other']"
NonResidential,Other,98104,DOWNTOWN,1900,1,1,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",42,810637,722467,88170,10,"['Bar/Nightclub', 'Food Sales', 'Museum', 'Retail Store', 'Supermarket/Grocery Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,1,0,20880,Office,33,683274,683274,0,5,['Office']
NonResidential,Mixed Use Property,98104,DOWNTOWN,1966,1,3,0,26000,"Office, Other - Entertainment/Public Assembly",41,1063036,820061,242975,19,"['Office', 'Other - Entertainment/Public Assembly']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,38675,"Office, Restaurant",118,1938777,1280095,658682,44,"['Office', 'Restaurant']"
Nonresidential COS,Small- and Mid-Sized Office,98104,DOWNTOWN,1929,1,4,0,49951,"Office, Other",92,5134446,2092919,2659447,185,"['Office', 'Other']"
NonResidential,Medical Office,98118,SOUTHEAST,2010,1,2,0,25880,Medical Office,75,1941729,1805820,135908,20,['Medical Office']
NonResidential,Worship Facility,98105,NORTHEAST,1927,1,3,0,41013,"Office, Worship Facility",31,1080821,432910,647911,37,"['Office', 'Worship Facility']"
NonResidential,Other,98105,NORTHEAST,2004,1,2,0,21075,"Office, Social/Meeting Hall",75,1581037,652060,928977,54,"['Office', 'Social/Meeting Hall']"
NonResidential,Worship Facility,98133,NORTHEAST,1950,1,3,0,46485,Worship Facility,24,1544996,759192,785803,47,['Worship Facility']
NonResidential,Small- and Mid-Sized Office,98115,NORTHWEST,1965,1,4,0,56896,"Office, Parking",34,1402048,997123,404925,28,"['Office', 'Parking']"
NonResidential,Worship Facility,98115,NORTHWEST,1978,1,2,0,27500,Worship Facility,21,577123,343669,233454,15,['Worship Facility']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1930,1,2,0,36630,"Distribution Center, Office",16,541943,541943,0,4,"['Distribution Center', 'Office']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,26830,"Office, Other",78,2099387,1095970,1003417,61,"['Office', 'Other']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1906,1,5,0,41920,Office,26,1103595,1103595,0,8,['Office']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1905,1,5,0,36879,Office,35,1537570,1186017,351553,27,['Office']
NonResidential,Other,98104,DOWNTOWN,1904,1,6,0,29820,Other - Lodging/Residential,54,1601956,1069795,532160,36,['Other - Lodging/Residential']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1905,1,2,0,33640,Office,40,1078536,1078536,0,8,['Office']
NonResidential,Warehouse,98104,DOWNTOWN,1906,1,4,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",36,1567041,1567041,0,11,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1900,1,3,0,22480,"Office, Other, Retail Store",34,981009,981009,0,7,"['Office', 'Other', 'Retail Store']"
NonResidential,Hotel,98104,DOWNTOWN,1925,1,4,0,33018,"Hotel, Retail Store",166,4857582,1827547,3030034,174,"['Hotel', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98134,DOWNTOWN,1970,1,2,0,26510,Office,32,987064,893799,93265,11,['Office']
NonResidential,Warehouse,98105,LAKE UNION,1938,1,1,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",19,942415,938199,4216,7,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98105,LAKE UNION,2007,1,3,18228,26282,"Office, Parking",83,2188051,2188051,0,15,"['Office', 'Parking']"
NonResidential,Worship Facility,98125,NORTH,1954,1,1,0,21624,Worship Facility,31,666688,313117,353571,21,['Worship Facility']
SPS-District K-12,K-12 School,98103,NORTHWEST,1970,1,1,0,42239,K-12 School,44,2145604,894324,1251280,73,['K-12 School']
SPS-District K-12,K-12 School,98105,NORTHWEST,1925,1,3,0,51360,K-12 School,28,1403095,960186,442909,30,['K-12 School']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1993,1,3,0,21600,"Office, Restaurant",71,1539177,1069041,470135,32,"['Office', 'Restaurant']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1909,1,3,0,20620,"Multifamily Housing, Retail Store, Social/Meeting Hall",36,747457,410059,337398,21,"['Multifamily Housing', 'Retail Store', 'Social/Meeting Hall']"
NonResidential,Hotel,98104,DOWNTOWN,1910,1,5,0,40552,Hotel,30,1200181,227435,972746,53,['Hotel']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1909,1,3,0,31432,"Multifamily Housing, Office, Other",46,1439572,1439572,0,10,"['Multifamily Housing', 'Office', 'Other']"
NonResidential,Retail Store,98104,DOWNTOWN,1917,1,2,0,24550,"Office, Retail Store",40,977230,90201,114794,7,"['Office', 'Retail Store']"
SPS-District K-12,K-12 School,98105,LAKE UNION,2000,1,2,0,61052,K-12 School,39,2366930,1688937,677992,48,['K-12 School']
NonResidential,Other,98122,CENTRAL,1908,1,3,0,25864,"Office, Social/Meeting Hall",47,1028277,433559,594718,35,"['Office', 'Social/Meeting Hall']"
NonResidential,Other,98105,NORTHEAST,1924,1,3,0,20686,Other - Lodging/Residential,58,1207504,464268,743236,43,['Other - Lodging/Residential']
NonResidential,Residence Hall,98105,NORTHEAST,1929,1,3,0,22124,Residence Hall/Dormitory,29,637685,637685,0,4,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98105,NORTHEAST,1926,1,3,0,27487,Residence Hall/Dormitory,58,1594505,406046,1188459,66,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98105,NORTHEAST,1926,1,4,0,23616,Residence Hall/Dormitory,70,1656420,743927,912493,54,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98105,NORTHEAST,1976,1,3,0,33448,Residence Hall/Dormitory,30,998634,998633,0,7,['Residence Hall/Dormitory']
Nonresidential COS,Mixed Use Property,98122,EAST,2005,1,2,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",99,2217620,791940,1425680,81,"['Fitness Center/Health Club/Gym', 'Office', 'Other - Recreation', 'Other - Technology/Science', 'Parking', 'Pre-school/Daycare']"
NonResidential,Senior Care Community,98122,CENTRAL,1987,1,2,0,74840,Senior Care Community,110,8268496,4111042,4157454,249,['Senior Care Community']
Nonresidential COS,Other,98144,CENTRAL,1913,1,3,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",80,2473302,576892,1896410,105,"['Other - Education', 'Performing Arts', 'Social/Meeting Hall']"
NonResidential,K-12 School,98122,CENTRAL,1925,1,2,0,22344,K-12 School,68,1522597,555586,967011,55,['K-12 School']
NonResidential,University,98121,EAST,1921,1,3,0,31900,College/University,95,2466100,753713,1712387,96,['College/University']
Nonresidential COS,Other,98117,BALLARD,1950,1,2,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",55,1631479,658940,972539,56,"['Fitness Center/Health Club/Gym', 'Office', 'Other - Recreation', 'Pre-school/Daycare']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1909,1,3,0,49299,"Multifamily Housing, Office, Restaurant",89,4729846,1323792,0,9,"['Multifamily Housing', 'Office', 'Restaurant']"
NonResidential,Supermarket / Grocery Store,98116,SOUTHWEST,1997,1,1,0,31841,"Office, Supermarket/Grocery Store",413,13140574,6365315,6775259,404,"['Office', 'Supermarket/Grocery Store']"
NonResidential,Mixed Use Property,98122,EAST,1988,1,2,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",130,2735812,1450920,1284891,78,"['Fitness Center/Health Club/Gym', 'Medical Office', 'Office', 'Parking', 'Restaurant']"
NonResidential,Mixed Use Property,98105,NORTHEAST,1999,1,2,0,32928,"Office, Other, Parking, Retail Store",172,5652231,5652230,0,39,"['Office', 'Other', 'Parking', 'Retail Store']"
NonResidential,Worship Facility,98105,NORTHEAST,1954,1,2,0,20039,Worship Facility,5,104722,104722,0,1,['Worship Facility']
SPS-District K-12,K-12 School,98105,NORTHEAST,1928,1,2,0,54943,K-12 School,38,2155390,665637,1489754,84,['K-12 School']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1960,1,1,0,44476,Non-Refrigerated Warehouse,33,1368120,931104,437016,30,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1969,1,1,0,35017,"Non-Refrigerated Warehouse, Office, Parking",43,1295485,904631,390854,27,"['Non-Refrigerated Warehouse', 'Office', 'Parking']"
NonResidential,Residence Hall,98177,NORTHEAST,1950,1,3,0,29084,Residence Hall/Dormitory,63,1632499,560665,1071834,61,['Residence Hall/Dormitory']
NonResidential,Worship Facility,98144,SOUTHEAST,1963,1,2,0,22952,"Parking, Worship Facility",20,470667,123878,346789,19,"['Parking', 'Worship Facility']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1976,1,1,0,21040,Non-Refrigerated Warehouse,28,592088,266815,325273,19,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1951,1,2,0,28032,Non-Refrigerated Warehouse,44,1321065,510536,810529,47,['Non-Refrigerated Warehouse']
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1974,1,1,0,25620,Distribution Center,22,550324,189949,360375,20,['Distribution Center']
NonResidential,Warehouse,98144,DOWNTOWN,1992,1,3,0,33238,Non-Refrigerated Warehouse,49,1632472,1632472,0,11,['Non-Refrigerated Warehouse']
NonResidential,K-12 School,98104,EAST,1912,1,4,0,27800,K-12 School,106,1181429,528460,652969,38,['K-12 School']
NonResidential,Supermarket / Grocery Store,98136,SOUTHWEST,1998,1,1,0,33706,Supermarket/Grocery Store,274,8687690,5528496,3159194,206,['Supermarket/Grocery Store']
NonResidential,Mixed Use Property,98119,MAGNOLIA / QUEEN ANNE,1961,1,2,0,37600,"Non-Refrigerated Warehouse, Office, Other",58,2171752,472249,1699502,94,"['Non-Refrigerated Warehouse', 'Office', 'Other']"
SPS-District K-12,K-12 School,98177,NORTHWEST,1954,1,1,0,42128,K-12 School,41,1709308,893537,815770,50,['K-12 School']
SPS-District K-12,K-12 School,98117,BALLARD,1932,1,2,0,44753,K-12 School,35,1638692,558868,1079824,61,['K-12 School']
NonResidential,Other,98122,EAST,1912,1,3,0,33708,Other,23,786324,567086,52750,20,['Other']
NonResidential,Other,98155,NORTH,1948,1,2,0,47237,Other,126,5981430,5981430,0,42,['Other']
SPS-District K-12,K-12 School,98107,BALLARD,1989,1,2,0,57298,K-12 School,26,1586389,1586389,0,11,['K-12 School']
NonResidential,Supermarket / Grocery Store,98115,NORTHEAST,1997,1,1,38585,38000,"Parking, Supermarket/Grocery Store",336,13906080,8112028,5794050,364,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Worship Facility,98105,NORTHEAST,1938,1,3,0,26373,Worship Facility,37,964236,282478,681758,38,['Worship Facility']
NonResidential,Small- and Mid-Sized Office,98122,CENTRAL,1956,6,2,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",48,3605750,3605750,0,25,"['Non-Refrigerated Warehouse', 'Office', 'Restaurant', 'Retail Store']"
NonResidential,Mixed Use Property,98112,EAST,1947,1,2,0,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",74,1607972,726238,881734,52,"['Office', 'Other - Entertainment/Public Assembly', 'Other - Public Services', 'Restaurant', 'Urgent Care/Clinic/Other Outpatient']"
Nonresidential COS,Distribution Center,98119,MAGNOLIA / QUEEN ANNE,1921,1,3,0,23040,Distribution Center,18,421430,421430,0,3,['Distribution Center']
NonResidential,Other,98119,MAGNOLIA / QUEEN ANNE,1956,1,2,0,36771,Other,156,5447076,5447076,0,38,['Other']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1977,1,1,0,24024,"Non-Refrigerated Warehouse, Other - Services",16,375774,375773,0,3,"['Non-Refrigerated Warehouse', 'Other - Services']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1953,1,1,0,42420,"Non-Refrigerated Warehouse, Office, Other",23,965425,474320,491105,29,"['Non-Refrigerated Warehouse', 'Office', 'Other']"
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1979,1,1,0,36982,"Distribution Center, Office",10,374754,282354,92400,7,"['Distribution Center', 'Office']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1964,1,2,0,23400,"Non-Refrigerated Warehouse, Office, Parking",19,439267,439267,0,3,"['Non-Refrigerated Warehouse', 'Office', 'Parking']"
NonResidential,Other,98109,MAGNOLIA / QUEEN ANNE,1948,1,2,0,30720,"Office, Other, Parking",58,1683064,482047,1201017,67,"['Office', 'Other', 'Parking']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1972,1,1,0,23232,Non-Refrigerated Warehouse,6,127374,127374,0,1,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1974,1,1,0,35046,Non-Refrigerated Warehouse,33,1063269,841364,221905,18,['Non-Refrigerated Warehouse']
NonResidential,Refrigerated Warehouse,98108,GREATER DUWAMISH,1961,1,1,0,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",35,895785,723667,172117,14,"['Non-Refrigerated Warehouse', 'Office', 'Refrigerated Warehouse']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1974,1,1,0,43380,Non-Refrigerated Warehouse,10,405062,405062,0,3,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98020,LAKE UNION,1995,1,3,0,20410,Office,133,2720238,1444160,1276078,78,['Office']
NonResidential,Small- and Mid-Sized Office,98133,NORTHWEST,1983,1,3,6300,18396,"Office, Parking",34,624126,624125,0,4,"['Office', 'Parking']"
SPS-District K-12,K-12 School,98125,NORTHWEST,1956,1,1,0,45174,K-12 School,44,1980825,786971,1193854,69,['K-12 School']
NonResidential,Worship Facility,98125,NORTHWEST,2002,1,1,0,24955,Worship Facility,28,689803,320006,369797,22,['Worship Facility']
NonResidential,Other,98112,CENTRAL,1991,1,3,0,34074,Other/Specialty Hospital,250,8521989,3603789,4918200,286,['Other/Specialty Hospital']
NonResidential,Hotel,98104,DOWNTOWN,2006,1,10,22225,370327,"Hotel, Parking",88,17457560,10914911,6542646,424,"['Hotel', 'Parking']"
NonResidential,Worship Facility,98125,NORTH,1961,1,2,0,76475,"Other - Education, Worship Facility",23,1765814,573241,1192573,67,"['Other - Education', 'Worship Facility']"
NonResidential,K-12 School,98125,NORTH,1988,1,2,0,32961,K-12 School,48,1573155,446659,1126496,63,['K-12 School']
Nonresidential COS,Other,98103,NORTHWEST,2004,1,1,14570,12806,"Library, Parking",85,1082920,668530,414390,27,"['Library', 'Parking']"
Campus,K-12 School,98112,CENTRAL,1950,1,1,0,109794,K-12 School,30,3296526,1294767,2001759,115,['K-12 School']
NonResidential,Other,98122,CENTRAL,1911,1,3,0,25200,Other - Lodging/Residential,49,1242666,281188,961478,53,['Other - Lodging/Residential']
NonResidential,Supermarket / Grocery Store,98125,NORTH,1996,1,1,0,44755,Supermarket/Grocery Store,245,11521140,5923610,5597529,339,['Supermarket/Grocery Store']
NonResidential,Other,98122,EAST,1907,1,2,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)",9,209645,137286,72359,5,"['Repair Services (Vehicle', 'Shoe', 'Locksmith', 'etc)']"
NonResidential,Mixed Use Property,98122,EAST,1912,1,3,0,24000,"Office, Other, Retail Store",39,932084,876004,56079,9,"['Office', 'Other', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1920,1,3,0,23422,Office,115,2701872,334292,2367580,128,['Office']
NonResidential,Other,98122,EAST,1975,5,2,11328,27551,Urgent Care/Clinic/Other Outpatient,87,3371660,3257087,114572,29,['Urgent Care/Clinic/Other Outpatient']
NonResidential,Mixed Use Property,98122,EAST,1998,1,5,14625,38409,"Multifamily Housing, Parking, Supermarket/Grocery Store",92,3392129,2091625,1300504,84,"['Multifamily Housing', 'Parking', 'Supermarket/Grocery Store']"
NonResidential,Warehouse,98112,EAST,1920,1,2,0,23040,Non-Refrigerated Warehouse,4,79712,72845,6867,1,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98122,EAST,1958,1,2,0,61880,Non-Refrigerated Warehouse,10,595936,595937,0,4,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98122,EAST,1925,1,2,0,27938,"Office, Retail Store",38,1027394,1024252,3142,7,"['Office', 'Retail Store']"
