PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,z_SiteEnergyUse(kBtu),z_TotalGHGEmissions
Self-Storage Facility,98133,NORTHWEST,1990,1,2,31389,40485,Self-Storage Facility,17,1242812,455972,786840,45,-0.6629428806637913,-0.24040684967194706
Small- and Mid-Sized Office,98144,CENTRAL,1971,1,2,0,39953,Office,50,1508562,1128549,380013,28,-0.5531285364488364,-0.5131793765012992
Retail Store,98144,CENTRAL,1998,1,2,0,21200,"Office, Retail Store",79,1676426,1676426,0,12,-0.4837630610874095,-0.7699064605759836
Supermarket / Grocery Store,98144,CENTRAL,1980,1,1,0,30630,"Other, Supermarket/Grocery Store",196,6058494,6058493,0,42,1.3270136979919467,-0.28854317793595036
Retail Store,98144,CENTRAL,1980,1,2,0,23421,"Bank Branch, Retail Store",81,1896626,1896626,0,13,-0.39277108142181,-0.7538610178213158
K-12 School,98117,BALLARD,1931,1,3,0,117116,K-12 School,49,5722326,1031648,4690677,256,1.1881009285994615,3.145181571562953
Worship Facility,98117,BALLARD,1928,1,2,0,24120,Worship Facility,37,893053,344302,548751,32,-0.8074717808266451,-0.44899760548262807
Worship Facility,98117,BALLARD,1929,1,3,0,35736,"Office, Worship Facility",32,1148202,213096,935106,51,-0.7020380268770627,-0.1441341931439404
Warehouse,98134,GREATER DUWAMISH,1941,1,1,0,51050,Non-Refrigerated Warehouse,24,1206166,787054,419112,28,-0.6780858964986031,-0.5131793765012992
Retail Store,98134,GREATER DUWAMISH,1954,1,2,0,21900,Retail Store,60,1302193,574237,727956,43,-0.6384052115242682,-0.2724977351812826
Distribution Center,98134,GREATER DUWAMISH,1952,1,1,0,16300,Distribution Center,2,150168,138179,11989,2,-1.1144498771657863,-0.9303608881226613
Warehouse,98134,GREATER DUWAMISH,1964,1,1,0,33462,Non-Refrigerated Warehouse,41,1386445,1386445,0,10,-0.6035902420838228,-0.801997346085319
Mixed Use Property,98134,GREATER DUWAMISH,1952,1,1,0,35310,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",46,1331470,564235,767235,45,-0.6263072451815355,-0.24040684967194706
Other,98108,GREATER DUWAMISH,1962,1,3,0,36140,Other,134,4653535,4653534,0,32,0.7464505701127415,-0.44899760548262807
Warehouse,98104,DOWNTOWN,1930,1,1,0,23903,"Non-Refrigerated Warehouse, Worship Facility",18,415365,166749,248616,14,-1.0048640459606182,-0.737815575066648
Self-Storage Facility,98115,NORTHEAST,1947,1,3,0,22522,Self-Storage Facility,25,561474,136609,424865,24,-0.9444882641397233,-0.5773611475199703
Self-Storage Facility,98115,NORTHEAST,1996,1,4,0,38959,Self-Storage Facility,23,905750,525913,379837,24,-0.8022250725350278,-0.5773611475199703
Warehouse,98144,GREATER DUWAMISH,1928,1,2,0,25955,"Non-Refrigerated Warehouse, Office, Other - Services",47,1218112,1218112,0,8,-0.6731495196181069,-0.8340882315946546
K-12 School,98104,EAST,1923,1,4,0,46100,"K-12 School, Parking",47,2177065,1097533,531237,78,-0.276886886210906,0.28909276123208943
Worship Facility,98133,NORTHWEST,1951,1,2,0,21936,Worship Facility,28,608755,77010,531746,29,-0.9249506084150675,-0.4971339337466314
Other,98125,NORTH,1960,1,1,0,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)",96,2442220,1901857,540363,42,-0.1673184104242029,-0.28854317793595036
Small- and Mid-Sized Office,98118,SOUTHEAST,1967,1,2,0,23250,Office,41,904236,904236,0,6,-0.80285069404826,-0.8661791171039902
Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,30000,"Non-Refrigerated Warehouse, Parking",93,2794837,600754,2194083,121,-0.02160851535724241,0.9790467996828036
Warehouse,98108,GREATER DUWAMISH,1962,1,1,0,45036,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",43,1791698,988941,802757,50,-0.4361298754379409,-0.1601796358986082
K-12 School,98116,SOUTHWEST,1962,1,1,0,51410,K-12 School,38,1968907,862071,1106836,65,-0.3629028194680898,0.08050200542140838
Small- and Mid-Sized Office,98125,NORTH,1980,1,4,0,23022,Office,45,1027231,865244,161987,15,-0.7520261775225088,-0.7217701323119802
Refrigerated Warehouse,98134,GREATER DUWAMISH,1967,1,1,0,27263,"Office, Other, Refrigerated Warehouse",91,2470642,2470642,0,17,-0.1555737508145041,-0.6896792468026447
Warehouse,98134,GREATER DUWAMISH,1962,1,1,0,31569,Non-Refrigerated Warehouse,93,3064040,804992,2259047,126,0.08963269219007085,1.0592740134561425
Warehouse,98134,GREATER DUWAMISH,1956,1,1,0,22509,Non-Refrigerated Warehouse,8,177813,177813,0,1,-1.1030262927976868,-0.9464063308773291
Warehouse,98134,GREATER DUWAMISH,1956,1,1,0,39984,"Non-Refrigerated Warehouse, Office",27,1073156,437302,635854,37,-0.7330488538797174,-0.3687703917092892
K-12 School,98102,EAST,1925,1,2,0,73769,K-12 School,35,2556131,886515,1669616,95,-0.12024762297784455,0.5618652880614415
Worship Facility,98102,EAST,1906,1,1,0,26440,Worship Facility,27,719905,223375,496530,28,-0.879020733120647,-0.5131793765012992
K-12 School,98115,NORTHEAST,1961,1,1,0,43578,K-12 School,32,1436774,1120124,316650,25,-0.5827930788477195,-0.5613157047653025
Self-Storage Facility,98144,GREATER DUWAMISH,1956,1,2,0,28800,Self-Storage Facility,40,1143827,678658,465168,29,-0.703845882967149,-0.4971339337466314
K-12 School,98122,CENTRAL,2009,4,2,0,28500,K-12 School,37,1162561,717507,445054,29,-0.6961045398833372,-0.4971339337466314
Restaurant,98109,LAKE UNION,1978,1,2,0,26519,"Office, Restaurant",140,3717064,2170550,1546514,97,0.3594780442752137,0.5939561735707771
Other,98109,MAGNOLIA / QUEEN ANNE,1921,1,2,0,26300,Other - Entertainment/Public Assembly,134,3537842,1537923,1999918,117,0.2854191678917982,0.9148650286641326
Restaurant,98109,LAKE UNION,1962,1,2,0,34072,Restaurant,193,6584966,2664187,3920779,227,1.544564694897067,2.6798637316775875
Small- and Mid-Sized Office,98109,LAKE UNION,1949,1,3,0,23355,Office,38,840549,840549,0,6,-0.829167706804677,-0.8661791171039902
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1965,1,4,0,30840,"Office, Restaurant",116,3542708,1884294,1658414,101,0.28742991708822335,0.6581379445894482
Other,98115,NORTHEAST,1946,1,1,0,20332,Other,19,392684,213927,178757,11,-1.0142363851558747,-0.7859519033306512
Worship Facility,98122,CENTRAL,1900,1,1,0,21850,Worship Facility,14,317794,82056,235738,13,-1.04518274917566,-0.7538610178213158
Mixed Use Property,98105,NORTHEAST,1997,1,4,6985,25297,"Multifamily Housing, Office, Other, Parking",55,1391714,851657,540057,35,-0.6014129635149852,-0.40086127721862475
Large Office,98104,DOWNTOWN,1983,1,13,83064,224493,"Multifamily Housing, Office, Parking, Retail Store",41,9512829,9512827,0,66,2.7544286847229578,0.09654744817607616
Self-Storage Facility,98109,MAGNOLIA / QUEEN ANNE,1918,1,2,0,28309,Self-Storage Facility,15,430309,238481,191828,12,-0.9986888227811327,-0.7699064605759836
Hotel,98104,DOWNTOWN,1914,1,4,0,45500,Hotel,62,2799595,1069553,788902,122,-0.01964239437972687,0.9950922424374714
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,5,0,38376,"Office, Retail Store",65,2058533,2058533,0,14,-0.32586718291264466,-0.737815575066648
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,42804,"Office, Retail Store",50,1544502,769417,775085,47,-0.5382772569339334,-0.2083159641626115
Mixed Use Property,98104,DOWNTOWN,2005,1,5,0,57600,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",138,6983736,3197921,3785814,223,1.709346128735628,2.6156819606589163
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,33300,"Office, Restaurant, Retail Store, Self-Storage Facility",39,1287497,1075503,211994,19,-0.6444779550899615,-0.6575883612933091
Hotel,98104,DOWNTOWN,1900,1,3,0,25450,Hotel,20,503745,503745,0,4,-0.9683432868196297,-0.8982700026133257
Other,98104,DOWNTOWN,1900,1,3,0,22200,Other,8,188746,64453,124293,7,-1.0985085120815923,-0.8501336743493224
Warehouse,98109,MAGNOLIA / QUEEN ANNE,1968,1,2,0,29498,"Non-Refrigerated Warehouse, Office",130,3768900,3253683,515217,50,0.380897936454805,-0.1601796358986082
Warehouse,98103,LAKE UNION,1938,1,1,0,23050,Non-Refrigerated Warehouse,20,466673,466673,0,3,-0.9836623361845848,-0.9143154453679935
Small- and Mid-Sized Office,98103,LAKE UNION,2008,1,4,0,48350,Office,72,3168131,3168131,0,22,0.13264561750965267,-0.6094520330293058
Retail Store,98105,NORTHEAST,1930,1,1,0,46059,Retail Store,34,1582656,1374074,208582,21,-0.5225110989313844,-0.6254974757839735
Medical Office,98115,NORTHEAST,1970,1,2,0,23595,Medical Office,35,817410,799401,18009,7,-0.83872930270605,-0.8501336743493224
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,28142,Office,30,847098,414101,92381,34,-0.8264615011969113,-0.41690671997329254
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,28760,"Non-Refrigerated Warehouse, Office, Retail Store",108,2615974,572200,1543021,125,-0.09551904423520845,1.0432285707014748
Small- and Mid-Sized Office,98104,DOWNTOWN,1902,1,4,0,39030,"Office, Retail Store",18,713327,524342,188985,14,-0.8817389222316384,-0.737815575066648
Small- and Mid-Sized Office,98104,DOWNTOWN,1909,1,3,0,47215,"Office, Retail Store",46,2092696,1597575,991813,64,-0.3117502028885035,0.06445656266674062
Other,98122,EAST,1926,1,2,27000,34580,"Other, Parking",116,4199443,3327045,872398,70,0.5588087443620084,0.16072921919474725
Small- and Mid-Sized Office,98122,EAST,1917,1,3,0,30720,"Office, Retail Store",42,1288670,930084,358585,26,-0.6439932430456938,-0.5452702620106347
Mixed Use Property,98122,EAST,1916,1,2,0,20640,"Office, Restaurant, Retail Store",19,412562,412562,0,3,-1.006022313531021,-0.9143154453679935
Mixed Use Property,98122,EAST,1912,1,2,0,34914,"Office, Restaurant, Retail Store",42,1333290,1333290,0,9,-0.6255551770480596,-0.8180427888399868
Small- and Mid-Sized Office,98122,EAST,1906,1,3,0,20897,"Non-Refrigerated Warehouse, Office, Retail Store",57,964924,725243,239681,18,-0.7777729408150815,-0.6736338040479769
Retail Store,98122,EAST,1916,1,2,0,36940,Retail Store,9,336745,336745,0,2,-1.0373517364297802,-0.9303608881226613
Small- and Mid-Sized Office,98122,EAST,1913,1,3,0,22866,Office,50,1153690,877955,275735,21,-0.6997702521976584,-0.6254974757839735
Retail Store,98122,EAST,1920,1,1,0,30240,"Restaurant, Retail Store",38,1264627,1061362,203265,18,-0.6539283936683097,-0.6736338040479769
Low-Rise Multifamily,98122,EAST,1910,1,3,0,32100,"Bar/Nightclub, Multifamily Housing",3,108200,11370,96830,5,-1.1317920724546413,-0.8822245598586579
Other,98105,NORTHEAST,1962,1,2,0,28586,Other,188,5078204,5078203,0,35,0.9219340987803639,-0.40086127721862475
Hotel,98104,DOWNTOWN,1908,1,3,0,28800,"Hotel, Restaurant",161,4644346,1218294,3426052,190,0.7426534524871865,2.0861823497548797
Restaurant,98104,DOWNTOWN,1913,1,3,0,28800,Restaurant,31,899924,402907,497017,29,-0.804632517010649,-0.4971339337466314
Small- and Mid-Sized Office,98104,DOWNTOWN,1979,1,3,0,35202,"Bank Branch, Office",108,3605756,3605755,0,25,0.3134828795494255,-0.5613157047653025
Senior Care Community,98101,EAST,1969,1,6,26082,69035,"Parking, Senior Care Community",104,7202142,4307003,2895138,184,1.79959678409823,1.9899096932268732
Worship Facility,98122,EAST,1910,1,2,0,24600,Worship Facility,14,331060,258312,72748,6,-1.0397009162862694,-0.8661791171039902
Worship Facility,98104,EAST,1900,1,1,0,48850,"Office, Other, Worship Facility",29,1063480,239923,7881,65,-0.7370472117146145,0.08050200542140838
Hospital,98116,SOUTHWEST,1961,1,3,0,54863,Hospital (General Medical & Surgical),19,2037721,2037720,0,14,-0.3344672059862162,-0.737815575066648
Warehouse,98108,GREATER DUWAMISH,1964,1,1,0,25000,"Food Sales, Non-Refrigerated Warehouse, Office",80,1989104,861621,1127483,66,-0.35455692930775323,0.09654744817607616
Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,25000,"Non-Refrigerated Warehouse, Office",12,287132,143797,143335,9,-1.057853031103483,-0.8180427888399868
Other,98108,GREATER DUWAMISH,1927,1,1,0,22622,Manufacturing/Industrial Plant,34,774076,315436,458640,27,-0.8566359623192611,-0.529224819255967
Small- and Mid-Sized Office,98122,EAST,1917,1,3,0,27544,"Office, Parking",46,1031668,810115,221553,17,-0.7501927015289744,-0.6896792468026447
Small- and Mid-Sized Office,98121,DOWNTOWN,1989,1,7,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",43,1478979,1478979,0,10,-0.5653529494118129,-0.801997346085319
Other,98109,MAGNOLIA / QUEEN ANNE,1961,1,3,0,22960,Other - Entertainment/Public Assembly,99,2266983,542327,1724655,95,-0.23973058817470544,0.5618652880614415
Mixed Use Property,98105,NORTHEAST,1948,1,1,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",56,2470566,224359,2246207,121,-0.15560515585744047,0.9790467996828036
Worship Facility,98117,BALLARD,1956,1,2,0,21562,"Pre-school/Daycare, Worship Facility",40,866806,189790,677016,37,-0.8183176776944152,-0.3687703917092892
Other,98122,CENTRAL,1959,1,1,0,25753,Other - Entertainment/Public Assembly,54,1378130,231543,1146587,63,-0.6070262017156096,0.04841111991207284
K-12 School,98112,EAST,1925,1,3,0,38297,K-12 School,48,1845151,624583,1220568,69,-0.4140417996474537,0.14468377644007946
Worship Facility,98118,SOUTHEAST,1968,1,1,0,24200,"Parking, Worship Facility",34,826489,466335,360154,22,-0.8349776397479028,-0.6094520330293058
Residence Hall,98109,MAGNOLIA / QUEEN ANNE,1981,1,4,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",82,1740568,924449,816119,50,-0.4572580312976235,-0.1601796358986082
Self-Storage Facility,98126,DELRIDGE,1994,1,3,0,66610,Self-Storage Facility,10,640377,329414,310963,19,-0.9118836312080485,-0.6575883612933091
Other,98134,GREATER DUWAMISH,1950,1,1,0,36000,"Office, Other",103,3646054,2922836,723217,59,0.330134990342179,-0.015770651106598248
K-12 School,98133,NORTHWEST,1938,1,2,0,23222,K-12 School,81,1219863,210763,1009100,55,-0.6724259639578233,-0.07995242212526933
Mixed Use Property,98122,EAST,1924,1,2,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",111,2662054,1077101,1584953,92,-0.07647767083379689,0.5137289597974383
Retail Store,98122,EAST,1910,1,2,0,24750,"Medical Office, Office, Retail Store",35,782344,292118,490226,28,-0.8532194242271849,-0.5131793765012992
K-12 School,98122,EAST,1904,1,3,0,60000,K-12 School,74,3625408,1537012,2088395,122,0.3216035624939685,0.9950922424374714
Other,98122,EAST,1954,1,2,0,46560,Other - Entertainment/Public Assembly,15,690558,419713,270845,17,-0.8911476251608211,-0.6896792468026447
Other,98109,MAGNOLIA / QUEEN ANNE,1980,1,3,0,30408,"Bank Branch, Parking",58,1440554,1440554,0,10,-0.5812310911858849,-0.801997346085319
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1920,1,3,0,30109,"Office, Parking",52,1465796,949635,516161,34,-0.5708004846885232,-0.41690671997329254
K-12 School,98126,SOUTHWEST,1964,1,2,0,39929,K-12 School,45,1813718,1065111,748607,47,-0.42703067747138096,-0.2083159641626115
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1960,1,2,0,25481,Office,36,917100,219291,697809,39,-0.7975349773070326,-0.3366795061999537
Small- and Mid-Sized Office,98109,LAKE UNION,1912,1,2,0,27788,"Office, Other - Restaurant/Bar",57,2119806,1659964,459842,36,-0.300547693493706,-0.384815834463957
Hotel,98133,NORTHWEST,1990,1,4,8584,33120,Hotel,47,1943899,969192,974707,59,-0.3732367314911475,-0.015770651106598248
Warehouse,98134,GREATER DUWAMISH,1941,1,2,0,22324,Non-Refrigerated Warehouse,28,588856,193898,394958,22,-0.9331733577491536,-0.6094520330293058
Other,98134,GREATER DUWAMISH,1946,1,2,0,31360,Other - Entertainment/Public Assembly,54,1725108,1126394,598714,40,-0.4636464781896769,-0.3206340634452859
Mixed Use Property,98134,GREATER DUWAMISH,1947,1,1,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",61,1992158,1295854,696304,46,-0.3532949424508107,-0.22436140691727927
Small- and Mid-Sized Office,98122,EAST,1922,1,3,0,27600,"Office, Retail Store",48,1072151,961739,110412,13,-0.7334641442501258,-0.7538610178213158
Senior Care Community,98103,NORTHWEST,1961,1,2,0,55974,Senior Care Community,110,6135173,2657803,3477370,203,1.358699320193484,2.294773105565561
K-12 School,98118,GREATER DUWAMISH,1971,1,2,0,52901,K-12 School,42,2240342,1273997,966345,60,-0.25073929539664563,0.00027479164806952494
Senior Care Community,98125,NORTH,1954,1,1,0,22583,Senior Care Community,88,1981360,743706,1237654,71,-0.35775693789326823,0.17677466194941502
Small- and Mid-Sized Office,98103,LAKE UNION,1997,1,3,7358,24328,"Food Service, Library, Office, Parking",73,2305644,2305643,0,16,-0.22375492547783102,-0.7057246895573124
Small- and Mid-Sized Office,98103,LAKE UNION,1981,1,3,6034,20660,"Office, Parking",29,720171,720171,0,5,-0.8789108154703698,-0.8822245598586579
Warehouse,98133,NORTHWEST,1972,1,1,0,29400,Non-Refrigerated Warehouse,9,227510,227509,0,2,-1.082490287287054,-0.9303608881226613
Hotel,98108,GREATER DUWAMISH,1992,1,3,0,22452,Hotel,55,1244150,524385,719765,42,-0.6623899866184118,-0.28854317793595036
Other,98105,NORTHEAST,1912,1,2,0,25767,Bank Branch,91,1581353,1581352,0,11,-0.5230495301280432,-0.7859519033306512
Retail Store,98105,NORTHEAST,1953,1,4,0,33910,"Office, Retail Store",63,1822834,1270124,552710,38,-0.4232637252160149,-0.3527249489546215
Worship Facility,98105,NORTHEAST,1927,1,2,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",31,2462408,939974,1522434,87,-0.15897623928210877,0.43350174602409935
Warehouse,98103,LAKE UNION,1979,1,2,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",52,4103801,3680806,422994,48,0.5192871507236013,-0.19227052140794373
K-12 School,98103,LAKE UNION,1910,1,2,0,33300,K-12 School,52,1594734,335907,1258827,69,-0.5175201764499988,0.14468377644007946
Supermarket / Grocery Store,98103,LAKE UNION,1957,1,1,0,28808,Supermarket/Grocery Store,296,9232576,5713530,3519045,227,2.638621349222398,2.6798637316775875
Small- and Mid-Sized Office,98105,NORTHEAST,1957,1,1,7004,20962,"Office, Parking",52,1100500,1100500,0,8,-0.721749650010616,-0.8340882315946546
Supermarket / Grocery Store,98105,NORTHEAST,1950,1,1,0,26226,"Parking, Supermarket/Grocery Store",294,7588060,5349470,2238590,156,1.9590674598865534,1.5406372960961756
Mixed Use Property,98105,NORTHEAST,1976,1,2,15755,19193,"Bank Branch, Parking",60,1159807,1159807,0,8,-0.6972425594655309,-0.8340882315946546
Small- and Mid-Sized Office,98102,LAKE UNION,1998,1,3,9999,27640,"Laboratory, Office",221,6197824,6197824,0,43,1.3845882326277685,-0.2724977351812826
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,22840,"Office, Other",39,881386,881386,0,6,-0.8122928681416248,-0.8661791171039902
Other,98104,DOWNTOWN,1900,1,1,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",42,810637,722467,88170,10,-0.8415280705456281,-0.801997346085319
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,1,0,20880,Office,33,683274,683274,0,5,-0.8941575505917214,-0.8822245598586579
Mixed Use Property,98104,DOWNTOWN,1966,1,3,0,26000,"Office, Other - Entertainment/Public Assembly",41,1063036,820061,242975,19,-0.7372306832812427,-0.6575883612933091
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,38675,"Office, Restaurant",118,1938777,1280095,658682,44,-0.37535326609535824,-0.2564522924266148
Small- and Mid-Sized Office,98104,DOWNTOWN,1929,1,4,0,49951,"Office, Other",92,5134446,2092919,2659447,185,0.9451746570017656,2.005955135981541
Medical Office,98118,SOUTHEAST,2010,1,2,0,25880,Medical Office,75,1941729,1805820,135908,20,-0.3741334281118303,-0.6415429185386413
Worship Facility,98105,NORTHEAST,1927,1,3,0,41013,"Office, Worship Facility",31,1080821,432910,647911,37,-0.7298814900098863,-0.3687703917092892
Other,98105,NORTHEAST,2004,1,2,0,21075,"Office, Social/Meeting Hall",75,1581037,652060,928977,54,-0.5231801089907786,-0.09599786487993711
Worship Facility,98133,NORTHEAST,1950,1,3,0,46485,Worship Facility,24,1544996,759192,785803,47,-0.538073124154847,-0.2083159641626115
Small- and Mid-Sized Office,98115,NORTHWEST,1965,1,4,0,56896,"Office, Parking",34,1402048,997123,404925,28,-0.5971427041241392,-0.5131793765012992
Worship Facility,98115,NORTHWEST,1978,1,2,0,27500,Worship Facility,21,577123,343669,233454,15,-0.9380217178645781,-0.7217701323119802
Small- and Mid-Sized Office,98104,DOWNTOWN,1930,1,2,0,36630,"Distribution Center, Office",16,541943,541943,0,4,-0.9525589469501176,-0.8982700026133257
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,3,0,26830,"Office, Other",78,2099387,1095970,1003417,61,-0.3089853194373567,0.016320234402737298
Small- and Mid-Sized Office,98104,DOWNTOWN,1906,1,5,0,41920,Office,26,1103595,1103595,0,8,-0.7204707209594577,-0.8340882315946546
Small- and Mid-Sized Office,98104,DOWNTOWN,1905,1,5,0,36879,Office,35,1537570,1186017,351553,27,-0.5411417274291284,-0.529224819255967
Other,98104,DOWNTOWN,1904,1,6,0,29820,Other - Lodging/Residential,54,1601956,1069795,532160,36,-0.5145358709225466,-0.384815834463957
Small- and Mid-Sized Office,98104,DOWNTOWN,1905,1,2,0,33640,Office,40,1078536,1078536,0,8,-0.7308257074192228,-0.8340882315946546
Warehouse,98104,DOWNTOWN,1906,1,4,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",36,1567041,1567041,0,11,-0.5289635955820581,-0.7859519033306512
Mixed Use Property,98104,DOWNTOWN,1900,1,3,0,22480,"Office, Other, Retail Store",34,981009,981009,0,7,-0.7711262287673014,-0.8501336743493224
Hotel,98104,DOWNTOWN,1925,1,4,0,33018,"Hotel, Retail Store",166,4857582,1827547,3030034,174,0.8307677384816179,1.8294552656801955
Small- and Mid-Sized Office,98134,DOWNTOWN,1970,1,2,0,26510,Office,32,987064,893799,93265,11,-0.7686241559386221,-0.7859519033306512
Warehouse,98105,LAKE UNION,1938,1,1,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",19,942415,938199,4216,7,-0.7870742054394819,-0.8501336743493224
Small- and Mid-Sized Office,98105,LAKE UNION,2007,1,3,18228,26282,"Office, Parking",83,2188051,2188051,0,15,-0.272347204609606,-0.7217701323119802
Worship Facility,98125,NORTH,1954,1,1,0,21624,Worship Facility,31,666688,313117,353571,21,-0.9010112879883319,-0.6254974757839735
K-12 School,98103,NORTHWEST,1970,1,1,0,42239,K-12 School,44,2145604,894324,1251280,73,-0.28988733431380986,0.20886554745875055
K-12 School,98105,NORTHWEST,1925,1,3,0,51360,K-12 School,28,1403095,960186,442909,30,-0.5967100583352659,-0.4810884909919636
Small- and Mid-Sized Office,98104,DOWNTOWN,1993,1,3,0,21600,"Office, Restaurant",71,1539177,1069041,470135,32,-0.540477676060724,-0.44899760548262807
Mixed Use Property,98104,DOWNTOWN,1909,1,3,0,20620,"Multifamily Housing, Retail Store, Social/Meeting Hall",36,747457,410059,337398,21,-0.8676355786077197,-0.6254974757839735
Hotel,98104,DOWNTOWN,1910,1,5,0,40552,Hotel,30,1200181,227435,972746,53,-0.6805590436298411,-0.11204330763460488
Small- and Mid-Sized Office,98104,DOWNTOWN,1909,1,3,0,31432,"Multifamily Housing, Office, Other",46,1439572,1439572,0,10,-0.5816368773985626,-0.801997346085319
Retail Store,98104,DOWNTOWN,1917,1,2,0,24550,"Office, Retail Store",40,977230,90201,114794,7,-0.7726878032048868,-0.8501336743493224
K-12 School,98105,LAKE UNION,2000,1,2,0,61052,K-12 School,39,2366930,1688937,677992,48,-0.19843006414365333,-0.19227052140794373
Other,98122,CENTRAL,1908,1,3,0,25864,"Office, Social/Meeting Hall",47,1028277,433559,594718,35,-0.7515939449578848,-0.40086127721862475
Other,98105,NORTHEAST,1924,1,3,0,20686,Other - Lodging/Residential,58,1207504,464268,743236,43,-0.6775330024532236,-0.2724977351812826
Residence Hall,98105,NORTHEAST,1929,1,3,0,22124,Residence Hall/Dormitory,29,637685,637685,0,4,-0.9129960308867942,-0.8982700026133257
Residence Hall,98105,NORTHEAST,1926,1,3,0,27487,Residence Hall/Dormitory,58,1594505,406046,1188459,66,-0.517614804803057,0.09654744817607616
Residence Hall,98105,NORTHEAST,1926,1,4,0,23616,Residence Hall/Dormitory,70,1656420,743927,912493,54,-0.49203002541615604,-0.09599786487993711
Residence Hall,98105,NORTHEAST,1976,1,3,0,33448,Residence Hall/Dormitory,30,998634,998633,0,7,-0.763843151375811,-0.8501336743493224
Mixed Use Property,98122,EAST,2005,1,2,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",99,2217620,791940,1425680,81,-0.2601285767861177,0.3372290894960927
Senior Care Community,98122,CENTRAL,1987,1,2,0,74840,Senior Care Community,110,8268496,4111042,4157454,249,2.240240115089741,3.0328634722802783
Other,98144,CENTRAL,1913,1,3,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",80,2473302,576892,1896410,105,-0.15447457431173167,0.7223197156081193
K-12 School,98122,CENTRAL,1925,1,2,0,22344,K-12 School,68,1522597,555586,967011,55,-0.5473289341118396,-0.07995242212526933
University,98121,EAST,1921,1,3,0,31900,College/University,95,2466100,753713,1712387,96,-0.15745061535420055,0.5779107308161093
Other,98117,BALLARD,1950,1,2,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",55,1631479,658940,972539,56,-0.5023362514145199,-0.06390697937060157
Mixed Use Property,98104,DOWNTOWN,1909,1,3,0,49299,"Multifamily Housing, Office, Restaurant",89,4729846,1323792,0,9,0.7779841257905868,-0.8180427888399868
Mixed Use Property,98122,EAST,1988,1,2,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",130,2735812,1450920,1284891,78,-0.045999076664063526,0.28909276123208943
Mixed Use Property,98105,NORTHEAST,1999,1,2,0,32928,"Office, Other, Parking, Retail Store",172,5652231,5652230,0,39,1.1591359748544106,-0.3366795061999537
Worship Facility,98105,NORTHEAST,1954,1,2,0,20039,Worship Facility,5,104722,104722,0,1,-1.1332292663932286,-0.9464063308773291
K-12 School,98105,NORTHEAST,1928,1,2,0,54943,K-12 School,38,2155390,665637,1489754,84,-0.2858435218115049,0.38536541776009603
Warehouse,98108,GREATER DUWAMISH,1960,1,1,0,44476,Non-Refrigerated Warehouse,33,1368120,931104,437016,30,-0.611162576449727,-0.4810884909919636
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1969,1,1,0,35017,"Non-Refrigerated Warehouse, Office, Parking",43,1295485,904631,390854,27,-0.6411771197876508,-0.529224819255967
